4.699519145568517020e-01,1.519226780404567823e+00,-4.699519145568517020e-01,1.977596665708239998e-01,-1.654366405491409231e-01,-1.813520173424547355e-01
4.667242262723587665e-01,1.491098958644027528e+00,-4.546020591129200095e-01,1.973366131889575104e-01,-1.616870872843781948e-01,-1.807555344518632090e-01
4.667861205830147187e-01,1.776940048323377264e+00,-4.691404870853686515e-01,2.616224368096483066e-01,-1.565834477354524634e-01,-1.339817841012503341e-01
4.578012421355794337e-01,1.740946698095832135e+00,-4.589340968637843354e-01,2.565617535022921003e-01,-1.538430645731574398e-01,-1.303470879878705635e-01
4.488823450744818810e-01,1.705491428159048084e+00,-4.490021201325934963e-01,2.517597702514273728e-01,-1.510360421661110508e-01,-1.269508142972012865e-01
4.400054502198725848e-01,1.670567902834865892e+00,-4.393602234319275435e-01,2.470378048557615169e-01,-1.482363197512824859e-01,-1.236462263387970023e-01
4.311600923159298326e-01,1.636170569973888211e+00,-4.300056418101422251e-01,2.424154864709219814e-01,-1.454677877793909280e-01,-1.204403159230379577e-01
4.223281037109797298e-01,1.602294098981873471e+00,-4.209437008837525473e-01,2.378601004642486860e-01,-1.427353416519964724e-01,-1.172938398739667432e-01
4.134567905620120665e-01,1.568934114418431225e+00,-4.122152515403624262e-01,2.333807365911320653e-01,-1.400455237063645275e-01,-1.141805186748281881e-01
4.042913577290176419e-01,1.536095642536996708e+00,-4.040655514751427813e-01,2.288722456221679302e-01,-1.374523247538832760e-01,-1.111789858401885656e-01
3.951119712762210523e-01,1.503788305051536378e+00,-3.962108679021731916e-01,2.242680069839703694e-01,-1.348738028765515962e-01,-1.083738002441291953e-01
3.873531196892234241e-01,1.471755466197715689e+00,-3.871723776516670101e-01,2.198209620259957975e-01,-1.322275862211879649e-01,-1.056331098129663776e-01
3.788209982305582590e-01,1.440396197223472674e+00,-3.791787694517596563e-01,2.154939752513169715e-01,-1.296652687559431971e-01,-1.028024992089152934e-01
3.704105825952646036e-01,1.409521269442139069e+00,-3.713108797650301329e-01,2.112072087943248633e-01,-1.271654155115465867e-01,-1.000378760915478921e-01
3.620719529232306888e-01,1.379124604643013674e+00,-3.636108120181269499e-01,2.069728123395079000e-01,-1.246851146011026396e-01,-9.732318614712623384e-02
3.537997668827669862e-01,1.349200110524018337e+00,-3.560771939721825152e-01,2.027905635017744901e-01,-1.222280699331948911e-01,-9.465624973451174096e-02
3.455423590651746646e-01,1.319742917253044157e+00,-3.487479236885129841e-01,1.991152121886864967e-01,-1.196536773743313853e-01,-9.152410621327491946e-02
3.373501877783661729e-01,1.290746083455790671e+00,-3.415728710065037976e-01,1.955233082036539338e-01,-1.171278503245425096e-01,-8.852541899196696151e-02
3.292364391507099364e-01,1.262203147725196484e+00,-3.345360152061547798e-01,1.919822469383175578e-01,-1.146698833010802721e-01,-8.564641370529157971e-02
3.211945688810030064e-01,1.234108206280593034e+00,-3.276378915276725867e-01,1.884862551929219754e-01,-1.122559497145285273e-01,-8.286009080442566233e-02
3.132260123844824995e-01,1.206455189189720389e+00,-3.208727835183854959e-01,1.849846796988282027e-01,-1.098722680510678673e-01,-8.009910651771884327e-02
3.053330486972438695e-01,1.179238028205384925e+00,-3.142346798315919232e-01,1.815131889947694255e-01,-1.075265042247379871e-01,-7.740595321619296587e-02
2.983792657728469022e-01,1.152624418949569574e+00,-3.071266693692731309e-01,1.781255656601066772e-01,-1.051561118571997383e-01,-7.479224821590070571e-02
2.915260865210332897e-01,1.126463996462492290e+00,-3.001409637525365159e-01,1.748003377877215270e-01,-1.028387792544257495e-01,-7.228280541108597634e-02
2.847774495474879597e-01,1.100720448035502175e+00,-2.932687011876807803e-01,1.715117180440959843e-01,-1.005531349472836428e-01,-6.983044583965460073e-02
2.781328247513962793e-01,1.075386810486979261e+00,-2.865072657322712546e-01,1.682585486015098497e-01,-9.829897864996302304e-02,-6.743446785221103579e-02
2.715914695969219306e-01,1.050456309935600130e+00,-2.798543141265835699e-01,1.650398560484983290e-01,-9.607606895955718429e-02,-6.509409626881831890e-02
2.651524937556695716e-01,1.025922350899559632e+00,-2.733077080869399933e-01,1.618548140233765920e-01,-9.388413366217354672e-02,-6.280851187191535678e-02
2.588149024423848643e-01,1.001778507078716851e+00,-2.668654681933200212e-01,1.587027156785504878e-01,-9.172287749139294843e-02,-6.057687056696276634e-02
2.525776262855328191e-01,9.780185132957494032e-01,-2.605257414987620090e-01,1.555829527123550049e-01,-8.959198803982458548e-02,-5.839831601284742324e-02
2.464395424334560325e-01,9.546362582785516970e-01,-2.542867781338988276e-01,1.524949989504972014e-01,-8.749114031457769225e-02,-5.627198802411748080e-02
2.403994898039666650e-01,9.316257780836069147e-01,-2.481469139760099085e-01,1.494383971854228998e-01,-8.542000028705018511e-02,-5.419702817784445570e-02
2.344562803268571416e-01,9.089812500295360032e-01,-2.421045575126917204e-01,1.464127484197841333e-01,-8.337822769159265734e-02,-5.217258353723491782e-02
2.286090170178053105e-01,8.866941352455178782e-01,-2.361577765704776788e-01,1.432815871695878873e-01,-8.132821766812353692e-02,-4.993409463837351903e-02
2.228561474280297550e-01,8.647618878247100849e-01,-2.303055321155052515e-01,1.401836667557022076e-01,-7.930861170057680598e-02,-4.774522255664451209e-02
2.171964456036324098e-01,8.431790866183007660e-01,-2.245463973830134352e-01,1.371189173149861273e-01,-7.731911937986980787e-02,-4.560548709668225259e-02
2.116286826616715355e-01,8.219404287790869068e-01,-2.188789880321477810e-01,1.340872681446158010e-01,-7.535943840889769429e-02,-4.351439597648800589e-02
2.061544303246670429e-01,8.010124382297862944e-01,-2.132984264475563663e-01,1.310913287890462242e-01,-7.337510684524295446e-02,-4.152543390038242188e-02
2.007694947852473599e-01,7.804194013968279720e-01,-2.078071521228235241e-01,1.281256542428938217e-01,-7.142417255344457594e-02,-3.958428748753549387e-02
1.954725984698232888e-01,7.601569985730736168e-01,-2.024039529651783798e-01,1.248911124146859369e-01,-6.949948050595616822e-02,-3.785135466226838274e-02
1.902625526775791887e-01,7.402201606261707978e-01,-1.970875428701946708e-01,1.217052244346614187e-01,-6.760658432742819302e-02,-3.615163970655402986e-02
1.851381560967038098e-01,7.206041248816171807e-01,-1.918566878865678449e-01,1.185674903505357924e-01,-6.574514452433026512e-02,-3.448503654242936201e-02
1.800980760215054599e-01,7.013058175088023871e-01,-1.867103492038093004e-01,1.154634139728267506e-01,-6.391426652974530054e-02,-3.280838698874966042e-02
1.751412593612758917e-01,6.823192215821259898e-01,-1.816471833330736141e-01,1.124067975277636411e-01,-6.211436700370724651e-02,-3.116403147169116705e-02
1.702665355453812646e-01,6.636398311628044500e-01,-1.766660243629584182e-01,1.093971319630892419e-01,-6.034508001213766820e-02,-2.955189865622838419e-02
1.654727455117933621e-01,6.452632186081991295e-01,-1.717657265950542633e-01,1.064338903011482762e-01,-5.860602677162291690e-02,-2.797190368853735842e-02
1.607587421482525591e-01,6.271850323437373476e-01,-1.669451635303184633e-01,1.035165292205317278e-01,-5.689681655028912960e-02,-2.642394817777259791e-02
1.561233906447933029e-01,6.094009947895903112e-01,-1.622032269746543076e-01,1.006444907653666343e-01,-5.521704761889466989e-02,-2.490792026209116133e-02
1.515655687725502021e-01,5.919069004267883960e-01,-1.575388262453563948e-01,9.781720417060067729e-02,-5.356630825908149929e-02,-2.342369475071441956e-02
1.470841671009879004e-01,5.746986139882398481e-01,-1.529508874632820314e-01,9.503408779090380398e-02,-5.194417783469825606e-02,-2.197113333321969869e-02
1.426780891635096582e-01,5.577720687607986561e-01,-1.484383529181722006e-01,9.229455111934292688e-02,-5.035022793052802703e-02,-2.055008484698681720e-02
