5.999999999999999778e-01,-2.099999999999999922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.956881696383183877e-01,-2.101422274317558125e-01,-1.751502250499824059e-03,-7.245855371094536701e-02,2.116602878402730828e-02,-1.687926543743399274e-02,-5.001548943677080333e-02,6.262483144446570615e-02,6.891388916365957795e-02,-7.474341005243183289e-02,-9.831503835994873704e-04,-4.846370505173403995e-03,0.000000000000000000e+00
6.044364557141799210e-01,-2.061646459695134215e-01,1.259584982600992333e-03,-3.184850966319965337e-01,3.211660287840272798e-01,-3.168792654374339990e-01,2.130803144130617999e-01,2.861297921822736345e-01,1.940966176746485028e-02,1.436159271064763598e-01,9.050244550239627817e-02,7.087414663430927075e-02,0.000000000000000000e+00
5.995480690010921432e-01,-2.075024344627138528e-01,-6.577004259544910747e-04,-3.254951109878477244e-01,4.149167835466932575e-01,-5.001634240679679877e-01,2.480666718949038618e-01,2.838041195392243532e-01,7.014680743474578650e-02,3.424442903337487909e-02,6.450011210345646395e-02,4.324981240351805090e-02,0.000000000000000000e+00
5.946356750431568416e-01,-2.085741863288630982e-01,-2.563072203396056514e-03,-3.337219096703565313e-01,4.798883634507440377e-01,-6.180405619136020157e-01,2.478798176583015822e-01,2.832216274441137771e-01,1.262382792042306967e-01,-6.963344880975165518e-02,4.381624610273605197e-02,2.186157984745667679e-02,0.000000000000000000e+00
5.897020060004718456e-01,-2.095536335597069089e-01,-4.468515511151226541e-03,-3.452292200315298931e-01,5.283183708706492565e-01,-6.981247789353706157e-01,2.278643477380752902e-01,2.863919892346115104e-01,1.842504427534740752e-01,-1.719294182449673802e-01,2.509295607638412431e-02,2.784900536326934128e-03,0.000000000000000000e+00
5.845043311193206526e-01,-2.105791823912166461e-01,-6.483750625860959342e-03,-3.691347497413421941e-01,5.696904756809321180e-01,-7.634813838848077960e-01,2.015728372813577751e-01,3.026291258825234420e-01,2.454545604223946353e-01,-2.799463802272006419e-01,5.892482966113259807e-03,-1.712256134145995895e-02,0.000000000000000000e+00
5.820752065531777930e-01,-2.110712916855980448e-01,-7.359848556430478514e-03,-3.445764141734233843e-01,6.071537769826047537e-01,-8.166438588096645024e-01,1.683835348115679531e-01,2.680072891135864555e-01,2.723318524864435375e-01,-3.293599578527203753e-01,-4.746905086824685510e-03,-2.529804367638847223e-02,0.000000000000000000e+00
5.785545567861745120e-01,-2.117233732050389783e-01,-8.666646980237760825e-03,-3.328557423547835459e-01,6.409392316999404926e-01,-8.613590098476153756e-01,1.317023499917854834e-01,2.476328697209986551e-01,3.131432129812613541e-01,-4.006915493417716467e-01,-1.784607639395810116e-02,-3.639699557402138047e-02,0.000000000000000000e+00
5.744408840443294695e-01,-2.124526035828682158e-01,-1.021985425404569464e-02,-3.383433822408476455e-01,6.716975273333588570e-01,-8.991134941039596873e-01,9.236949849105094423e-02,2.453540231303617813e-01,3.618494027085451537e-01,-4.841314226318002012e-01,-3.166088360380842071e-02,-4.898826532873421652e-02,0.000000000000000000e+00
5.705330912750448125e-01,-2.131549784968679584e-01,-1.168837207108924109e-02,-3.425193423436272422e-01,6.998493511004293399e-01,-9.308205323593519154e-01,5.085177185750710399e-02,2.418267446010005928e-01,4.075886575672104106e-01,-5.636295796565263805e-01,-4.496293309272922367e-02,-6.083297165476417995e-02,0.000000000000000000e+00
5.666980767947360498e-01,-2.138261397055127300e-01,-1.312623951398499134e-02,-3.463472982400009337e-01,7.273026180240830252e-01,-9.599922884590372796e-01,8.722543486689077197e-03,2.381233401759128565e-01,4.526086638663084361e-01,-6.413730770216162780e-01,-5.753033424336637114e-02,-7.182867016062977061e-02,0.000000000000000000e+00
5.625828015576056496e-01,-2.145316287891041729e-01,-1.465812534506460291e-02,-3.499745474522205080e-01,7.511847495360025606e-01,-9.761440266265518639e-01,-4.166060079765377538e-02,2.347144653348384180e-01,5.037890318609989926e-01,-7.214649732928457571e-01,-7.372125853309202670e-02,-8.587030365983860936e-02,0.000000000000000000e+00
5.586732310640925014e-01,-2.152231527411084810e-01,-1.610792451322546823e-02,-3.533897294651112131e-01,7.720519057959353004e-01,-9.870738544242744217e-01,-9.308515973823680567e-02,2.310947923315794794e-01,5.516904760531876617e-01,-7.980407393040950259e-01,-8.951912052892507798e-02,-9.939298512205306524e-02,0.000000000000000000e+00
5.548898763504555021e-01,-2.158994776633165191e-01,-1.750721586996431198e-02,-3.566653570397592121e-01,7.912137757501849222e-01,-9.950260695195675131e-01,-1.446455556341297577e-01,2.273994327505814150e-01,5.975952890674900431e-01,-8.724374269607393373e-01,-1.048179559229272528e-01,-1.123329788922449585e-01,0.000000000000000000e+00
5.512424606317877229e-01,-2.166038052133293368e-01,-1.897541059810966754e-02,-3.563673767689317096e-01,8.083925898758052009e-01,-1.000155491318042822e+00,-1.956640179439052829e-01,2.203808137995424965e-01,6.429583467497558269e-01,-9.480736383237746701e-01,-1.178513977216413267e-01,-1.281126327520840102e-01,0.000000000000000000e+00
5.477008257924107504e-01,-2.172991284833120096e-01,-2.042107552292579328e-02,-3.564821083079345865e-01,8.236957367661338347e-01,-1.002356572110057131e+00,-2.466532471016548711e-01,2.138710476266803273e-01,6.869330803248836492e-01,-1.022432551798420297e+00,-1.300731978349460860e-01,-1.438445503858880592e-01,0.000000000000000000e+00
5.437897891226725067e-01,-2.178570064024894226e-01,-2.172317712304775925e-02,-3.564349811483787378e-01,8.369621558646362924e-01,-1.000425808740037503e+00,-2.986451472268392138e-01,2.077594653481990294e-01,7.303577276018634601e-01,-1.097279062361535829e+00,-1.420090048446936426e-01,-1.472515895221130355e-01,0.000000000000000000e+00
5.399947438934259436e-01,-2.184098000893427427e-01,-2.300547193187184314e-02,-3.566112461403462275e-01,8.485494822948018712e-01,-9.962280230428562922e-01,-3.502024805276252595e-01,2.019392733336730084e-01,7.724297053652255940e-01,-1.170762226560229102e+00,-1.532185670987677995e-01,-1.509769326216174323e-01,0.000000000000000000e+00
5.363128790696957138e-01,-2.189568913308524711e-01,-2.426741732471453250e-02,-3.569605259644465511e-01,8.585756655113225833e-01,-9.900564374691113168e-01,-4.011784024311870755e-01,1.963552863398081716e-01,8.131830699282565078e-01,-1.242870718097665028e+00,-1.637326197480031831e-01,-1.549829081388020557e-01,0.000000000000000000e+00
5.327410344345464566e-01,-2.194976588931003003e-01,-2.550877218698193588e-02,-3.574478683951412550e-01,8.671548213192328269e-01,-9.821754371642094084e-01,-4.514500612063644946e-01,1.909688189348045795e-01,8.526609213889653205e-01,-1.313602529621497927e+00,-1.735780801609390911e-01,-1.592350686282811290e-01,0.000000000000000000e+00
5.292759162625713110e-01,-2.200314896450641378e-01,-2.672949283241066523e-02,-3.580481711618701546e-01,8.743975268798588329e-01,-9.728246910068309994e-01,-5.009148160273466655e-01,1.857518188015999105e-01,8.909112518339732389e-01,-1.382961243956339459e+00,-1.827787655475462125e-01,-1.637020201664891594e-01,0.000000000000000000e+00
5.259142189077677942e-01,-2.205577869379541367e-01,-2.792966804872786674e-02,-3.587428589489595199e-01,8.804109498530968692e-01,-9.622224807059378549e-01,-5.494870826432726174e-01,1.806833552994155101e-01,9.279844074458559744e-01,-1.450953864923787640e+00,-1.913559536716090970e-01,-1.683552179983572594e-01,0.000000000000000000e+00
5.226605714749744669e-01,-2.210573745192139228e-01,-2.911851794923984993e-02,-3.595254420421069574e-01,8.877205753293392343e-01,-9.530689313645390737e-01,-5.970176964204021441e-01,1.757472214185555603e-01,9.645874291423942593e-01,-1.517185194986286456e+00,-1.988217753119740638e-01,-1.731687167345647982e-01,0.000000000000000000e+00
5.195009085383681668e-01,-2.215500570999105745e-01,-3.028615983961863850e-02,-3.603744066837044624e-01,8.938810162155157446e-01,-9.427479238723238675e-01,-6.437000538659148896e-01,1.709312341623946407e-01,1.000068553559026574e+00,-1.582120470779778021e+00,-2.057731405289128512e-01,-1.780968837958663842e-01,0.000000000000000000e+00
5.164323922647482412e-01,-2.220356750001063750e-01,-3.143286203279258006e-02,-3.612811987941870195e-01,8.989804648312694768e-01,-9.314365082265333440e-01,-6.894683456659012055e-01,1.662254369843905455e-01,1.034460916829748722e+00,-1.645783902118449493e+00,-2.122249490777886882e-01,-1.831199593462484732e-01,0.000000000000000000e+00
5.138089093012776498e-01,-2.223828622460901072e-01,-3.268198151632644571e-02,-3.625857572777885229e-01,9.027503216806531672e-01,-9.183457928408692572e-01,-7.349036145908747208e-01,1.616144613099625704e-01,1.067482350049171247e+00,-1.707904158496645453e+00,-2.071821438973451557e-01,-1.881627645266921445e-01,0.000000000000000000e+00
5.112642965248457294e-01,-2.227272478369834163e-01,-3.390294139520138444e-02,-3.639298999125521461e-01,9.056481393226711862e-01,-9.046661069621899642e-01,-7.792544773988384632e-01,1.571002276498093819e-01,1.099385705058574025e+00,-1.768677574138752373e+00,-2.020932709474345668e-01,-1.932516374766028167e-01,0.000000000000000000e+00
5.087811786932292524e-01,-2.229212591409195643e-01,-3.507669029317234122e-02,-3.652941948909492753e-01,9.099656518480681022e-01,-8.955763745490069594e-01,-8.196529593594724661e-01,1.526773637967608899e-01,1.136120056318140614e+00,-1.821626992837433789e+00,-1.975040329229349467e-01,-1.978408755011025477e-01,0.000000000000000000e+00
5.063648455250041591e-01,-2.231180956003210591e-01,-3.622737375437594387e-02,-3.666819000155505104e-01,9.135618691339695285e-01,-8.858925472067867846e-01,-8.591631932870067434e-01,1.483409709281747757e-01,1.171705670837841717e+00,-1.873671230205380400e+00,-1.928591393903393292e-01,-2.024857690336981375e-01,0.000000000000000000e+00
5.040134167378085284e-01,-2.233176458385124907e-01,-3.735518386435116023e-02,-3.680897768591624986e-01,9.165000878774661741e-01,-8.757396906781105272e-01,-8.977430650636328835e-01,1.440870305996344858e-01,1.206166638419795989e+00,-1.924824758938113334e+00,-1.881697894675345151e-01,-2.071751189565028406e-01,0.000000000000000000e+00
5.017072962989800322e-01,-2.235266345459920589e-01,-3.845483287786187476e-02,-3.694975946892232188e-01,9.190713189421869656e-01,-8.653868200580981940e-01,-9.354317287366413769e-01,1.399123558445686810e-01,1.239535932204183677e+00,-1.975150028171797079e+00,-1.839740790665052306e-01,-2.119071194515279033e-01,0.000000000000000000e+00
4.994584493613681286e-01,-2.237393631535508354e-01,-3.953106607274734646e-02,-3.709162600559056666e-01,9.210927514208583355e-01,-8.547702748731655920e-01,-9.721300871969494883e-01,1.358137793055656795e-01,1.271841843449006415e+00,-2.024624243635782417e+00,-1.798608929509079579e-01,-2.166640751200589465e-01,0.000000000000000000e+00
4.972651547694345586e-01,-2.239557097616586556e-01,-4.058410805221521200e-02,-3.723435160844606462e-01,9.226269523565095998e-01,-8.440048461742976071e-01,-1.007803900011680298e+00,1.317887456867161688e-01,1.303110261050059338e+00,-2.073258867346022161e+00,-1.758414323410570079e-01,-2.214387364198655284e-01,0.000000000000000000e+00
